F/MHz,dB (252a),deg (252a),dB (252b),deg (252b),dB (254a),deg (254a),dB (254b),deg (254b),dB (255a),deg (255a),dB (255b),deg (255b),dB (256b),deg (256b)
41.643287,-33.0525701096512,-154.921996285264,-37.9216902958006,-35.5234633521829,-30.9750360239336,-45.3846728737173,-39.4483050761102,-79.6320853325971,-38.9634854383283,-95.9653572383934,-30.2729034518628,-162.171889396223,-39.540264473341,-103.980931264359
41.843687,-33.2433925010223,-157.551421664214,-38.0033554468684,-32.581155440368,-30.7178278166805,-46.150434848949,-39.2557812576196,-88.5864593839207,-39.7380970718119,-95.3242444722769,-30.1927262647897,-162.548693429804,-39.5101063991764,-103.952189269723
42.044088,-33.2991916281825,-152.889190874298,-37.7748392262669,-32.2875052603739,-30.7281185566,-45.327660072348,-39.5374959593115,-89.9471118228292,-39.3386983479156,-89.0731144734653,-30.3567203888959,-162.036931365778,-39.4359713150618,-103.067693450564
42.244489,-33.1037391797458,-154.287832647601,-37.527032809528,-36.7724702792861,-30.9673932199207,-46.6424674605232,-39.4450041533241,-89.0132328519066,-39.1651860601796,-97.1855255429833,-30.3934579793277,-162.467556385105,-39.0034798145483,-109.198570552347
42.44489,-33.5807022072228,-154.192846671121,-36.9386484641054,-32.5699976818181,-30.9750530772275,-45.5710073863915,-39.2343570071231,-86.3317475419799,-39.1666219103871,-88.3736193281119,-29.9438627835232,-163.945223130807,-39.8092228394165,-107.185916874316
42.645291,-32.717942247838,-154.055081241653,-37.4512026321957,-36.0571504516332,-30.4638838419829,-47.5130456285323,-39.6106512480252,-91.6410690424372,-39.2256815405072,-100.494446573985,-30.1405790770059,-165.822485533986,-39.1890774590597,-112.703211276629
42.845691,-33.0601482850861,-153.887239274672,-38.4313123290148,-41.7523519358357,-31.0684968666438,-48.5661844216157,-38.9498163053748,-88.7046536371659,-39.7648378118556,-95.3497008177199,-30.0789708240169,-163.821191793842,-39.2714511271015,-104.674506452217
43.046092,-32.8199232734534,-155.507747718746,-36.8561228150563,-37.2933690613156,-30.7016777070209,-48.7278731737514,-39.4955856696318,-91.2546806733311,-39.1067829230092,-91.572608554509,-29.7534497211657,-164.289277280141,-39.6937116957289,-109.348882601259
43.246493,-32.9153463438804,-154.157260910396,-36.696475139126,-37.3956709178904,-30.8478318155047,-48.2331173818373,-38.2651006947494,-91.0448004801409,-39.2751424343324,-93.262468847374,-30.1355159097362,-164.37239565322,-38.5970299515226,-111.204519878173
43.446894,-33.1151232866529,-153.986132061646,-37.13524734077,-38.5604683189571,-31.0248897197145,-49.8384625445386,-38.0660656786598,-96.2472600241267,-38.9702709522886,-90.0181930420739,-30.0204435427254,-164.384173167082,-39.2296790221803,-112.889433587193
43.647295,-32.8242334399874,-156.499591241824,-37.6440692514095,-43.3999576709186,-31.3663277942705,-49.9623306840795,-38.1821009364268,-91.8626496954509,-38.2911720188394,-102.091595435989,-29.761891656674,-163.940488630332,-39.259226202085,-113.150270849127
43.847695,-32.5608697000279,-153.097392760317,-38.2895515704431,-45.5670766240945,-30.7887337533606,-50.9872504221323,-38.3858870449418,-91.3383977808996,-38.7155374063334,-98.0791141033525,-29.5802586550906,-165.206349112534,-38.0726141014493,-112.749928030979
44.048096,-32.7570309668762,-154.477695660922,-38.7748204581978,-49.4872083294238,-30.9449316781899,-52.969365725948,-38.2743235306347,-99.0944023998524,-38.8436042739619,-95.9661270749099,-29.6425268194641,-166.409327651221,-38.9524970529705,-116.879044955219
44.248497,-32.791436946597,-156.173491749127,-37.3202168986045,-40.5094549496602,-30.9103259122201,-51.923551236025,-38.3249875841229,-92.3409773010081,-38.8376841726793,-96.0263904219746,-29.813817335857,-166.04569100165,-38.3310177739421,-117.782990632614
44.448898,-32.5042484252488,-153.522260451606,-38.1132721654863,-44.8800747820592,-31.1569788628754,-52.4765447318921,-37.3931670306267,-94.3665226194261,-39.256496048011,-103.945237581986,-29.7791189927013,-165.216233482078,-38.8529689167701,-120.03819518485
44.649299,-32.2615608631945,-157.582467844503,-37.5707484979048,-46.6298052247133,-31.1679388762526,-53.4605649228219,-38.0392927283063,-98.6155280590518,-39.0164947789119,-100.85797161628,-29.4534714438218,-166.10131309191,-38.191355348767,-120.865683109243
44.849699,-32.2030010757056,-155.859779949038,-37.4276363673841,-47.2301660323623,-31.116079099064,-54.202428263936,-37.7347031913271,-96.3447300715868,-38.0441320692329,-97.1760079711878,-29.3050844974579,-166.550912103048,-38.8504711891929,-120.378069842779
45.0501,-32.8624520779976,-155.951032043498,-37.6479716166591,-46.901449233103,-31.4403893900538,-55.3728059182612,-37.4114262179802,-101.709696790186,-38.4280666493478,-107.161202451728,-29.6084566035535,-167.087523169247,-37.5192250167296,-121.526424124235
45.250501,-32.4599589933939,-154.714158254154,-37.686202880284,-43.7204041619682,-31.3303319744665,-52.7149558610061,-37.9010079503445,-101.365848362793,-38.1622500870618,-106.927502001377,-29.3409871724456,-166.93684145785,-37.7254264097737,-118.726460027781
45.450902,-32.141968074764,-156.102349684314,-37.0348446339402,-42.9536497480576,-31.4497253756848,-54.6446167986325,-37.9458850089087,-102.673390673469,-38.8106309012774,-106.34534263404,-29.4093483776788,-167.934070387222,-38.7261434108026,-124.687110618489
45.651303,-31.9875469187998,-157.584780048604,-37.2611541602164,-44.8055762489764,-31.7760032895159,-55.7779806134841,-37.0614280082716,-105.795857631659,-39.3893908496425,-104.703356657116,-29.1311597994768,-168.86416580641,-38.6376704184468,-127.609371205646
45.851703,-31.896060706692,-154.071030611669,-37.7079244207218,-50.88148863788,-31.6588933134534,-56.5857725433063,-37.7023724934321,-106.74901624521,-38.1544868772881,-111.770817727584,-29.1781387089845,-169.426149666772,-38.5074858063561,-128.046185822561
46.052104,-31.8660546283826,-158.761788480206,-37.9411112711981,-48.1294845223053,-32.1763486333823,-57.353133550839,-37.5452368750744,-102.055223947464,-37.8471883710257,-108.323969331788,-29.3593657670934,-169.325320099987,-38.488958596688,-126.567992054183
46.252505,-32.0943094387107,-159.053639306493,-38.2893170247631,-48.8858260852582,-32.2706108605531,-60.4146770700201,-36.9704104146383,-108.601038642645,-38.4936939416488,-111.11477058704,-29.2890792647357,-171.047360052765,-39.0437918411964,-129.473272093297
46.452906,-32.0158095804946,-158.236283680423,-38.1740225629435,-50.9716602770463,-32.3673557362069,-60.249532366404,-37.6583078351758,-112.190905062966,-38.4277795608045,-109.606809268945,-29.0146540829211,-171.48909935012,-39.6154800046882,-127.892405476604
46.653307,-31.8025974692123,-163.324780636515,-37.5029775924645,-52.5677343445299,-32.7307270057234,-61.3705181848069,-38.0863365167594,-114.017788963321,-38.279856404959,-112.571245548949,-28.8983323044722,-171.500967872309,-38.1960952810893,-131.034756498975
46.853707,-31.6750495348983,-159.695360992703,-38.939487320757,-50.9991097366701,-32.3937777587252,-59.0597767570444,-36.9962831994263,-106.458775535505,-39.1546162459133,-114.513607972535,-29.0080516338355,-173.206772281398,-38.1020955518181,-133.828577466844
47.054108,-31.4195922291881,-159.784205631383,-38.7666119590367,-50.989906285029,-32.5811711367536,-60.0300745980693,-37.4127371299371,-116.490176797229,-38.4789877795492,-118.16276131759,-28.8654828688901,-171.657877584606,-38.1618289850036,-135.519884497731
47.254509,-31.840282813306,-160.247003808279,-39.4935962950643,-55.3769232750399,-33.1482621753717,-61.2877549783213,-37.3389797499168,-114.126482684618,-39.0070329960013,-111.472633024039,-28.5658275721208,-173.886313350685,-38.7331348756166,-134.81499482436
47.45491,-31.2627659348813,-160.109342915361,-38.7551411321253,-46.4049904413764,-33.2397770098866,-61.5089375336921,-37.894017278193,-118.355292498266,-37.8035667865782,-127.653382296215,-28.91732578767,-174.078805292502,-37.3619198557057,-143.668004820582
47.655311,-31.7873073503324,-162.321326208816,-39.036998405488,-62.6320121245567,-33.1704930421482,-61.5107629998862,-37.1943085515821,-116.244257599074,-38.656106548589,-118.140121876911,-28.7871887885417,-176.201209180475,-38.9289627569137,-146.310091047744
47.855711,-31.6674957487089,-164.741942705392,-39.1690286624318,-53.0365341588318,-33.3408896222298,-60.9065765741996,-37.4248309970446,-118.954199246349,-38.7905401246781,-121.725394744187,-28.828558630125,-173.757749965689,-38.3680186347477,-144.855900326661
48.056112,-31.475923463745,-162.820370733036,-39.7695940814879,-59.873513564252,-33.3384249589861,-63.0539268584262,-37.9110655063733,-122.140476457337,-39.7006667775778,-117.746092354065,-28.5883460093422,-174.799980677782,-37.9081086996024,-148.745301443308
48.256513,-31.4855190086567,-163.699818825382,-39.7073031899445,-59.4838187749365,-33.528385745988,-58.8742883387938,-38.0628167501381,-119.185201172282,-40.00852549909,-128.794398880149,-28.6348715243604,-175.689530342474,-38.4810134836852,-149.215267568113
48.456914,-31.6339813583446,-165.070819449257,-40.1433839559449,-62.6561198623116,-34.050360723458,-65.6008607724563,-36.9571065187217,-122.780757696761,-40.2664722827188,-132.317431293764,-28.7555406416273,-177.248016236397,-37.9305307110537,-152.68471117489
48.657315,-31.2005701467546,-164.374075877895,-41.0178954323597,-61.8350292543324,-34.7822591971971,-63.9617129031128,-37.7206587295452,-123.6014433388,-38.852254527984,-131.469312843499,-28.9932358048553,-177.876671983405,-37.8549209755174,-150.217766891784
48.857715,-31.1171506961226,-168.115107928284,-40.3110502590916,-69.1089393590399,-34.0580831907293,-65.4075961181775,-37.6020644919946,-129.731691415953,-39.2035370787789,-134.359811007518,-28.6825380018063,-178.793609615763,-38.9483702525632,-155.755245233509
49.058116,-31.3277037191072,-166.633211831334,-40.9923254038964,-59.735846492704,-34.4574847096525,-65.0712019893073,-37.7856777257168,-131.397208837375,-38.9808380309623,-129.782747458742,-28.6510662406496,-178.631329337481,-38.5509597816651,-159.404281731405
49.258517,-31.3851345503311,-169.573883571508,-41.2691241392274,-61.8472660553793,-34.8552114892168,-61.8049703044749,-37.4634102607148,-135.248348518423,-39.3258573704983,-129.082023262287,-28.7397945471804,178.6425352347,-38.6140264663124,-157.70798064361
49.458918,-31.1451440830023,-167.878631066797,-41.8738863689687,-60.9623606517188,-35.1587165089257,-65.9191410172304,-37.8468800616968,-135.311553133174,-39.9534158818512,-132.025256423379,-28.6972974951099,-179.839324601994,-38.1838686931958,-159.524898448517
49.659319,-31.1161565643248,-169.190875406585,-40.9539316767578,-67.2209783689006,-35.4728033697408,-66.9402423709579,-37.4644845745564,-129.85637107149,-40.1734207572706,-135.210079140237,-28.5033371937247,177.764868836884,-38.3164043230654,-159.315243883006
49.859719,-31.0606469249474,-170.25560194843,-40.8528871031644,-63.5056567755121,-34.9335282591057,-66.5100068495877,-37.7225568389944,-137.514985469102,-39.7534733201602,-133.586619466082,-28.6999204975007,177.107094759225,-38.2041754857992,-165.512005182353
50.06012,-31.1535940773437,-172.463985076097,-43.2759497733208,-66.936078138956,-36.0111349637624,-59.767937977848,-37.2624716887018,-136.549525139691,-39.7937920592468,-131.350707434467,-28.4935577656322,178.443926857236,-38.5545355521983,-164.464132818877
50.260521,-31.1825142542099,-172.924244996051,-42.3468259590106,-64.4149903652776,-36.0314993640976,-62.5549045379281,-37.7027908538859,-133.202919926336,-40.2619728221431,-140.353338827953,-28.3688404591544,176.897706787895,-38.4816506398178,-160.824958819872
50.460922,-31.1616080302441,-174.018004554011,-41.3817519567682,-58.3561430276581,-36.890743144782,-62.4698138935388,-38.7915405669473,-134.109179479989,-40.7862731140595,-140.389593936962,-28.7377281530538,176.036441502945,-39.2484412089625,-173.462116638606
50.661323,-30.9315333443228,-175.035730071708,-43.6905959492715,-66.8340980832821,-36.1866203992438,-59.4924509739394,-37.9946667875332,-141.500293074947,-40.4426838185954,-143.442454962023,-28.596834898048,176.12757498782,-39.1607929397897,-169.930592037148
50.861723,-31.1834538931081,-175.089777998338,-45.1324797347398,-52.4000771894206,-37.4864032601018,-62.9760178865508,-38.9865104006515,-140.471616033689,-40.9130232713842,-142.847691694396,-28.6600700119584,175.406319873072,-38.4766869412554,-172.806961118802
51.062124,-30.7112184286667,-172.847451393673,-44.1618818169855,-62.8587578010803,-36.9758722141018,-62.831533505083,-38.3810418647899,-137.029986433315,-41.0725918438052,-147.947637551301,-28.6650834552846,175.431486948583,-38.3595382001881,-173.196231826449
51.262525,-31.0612419452451,-176.576505619987,-45.3489288417259,-62.1347821990397,-37.5052193992406,-67.4862925669799,-38.2947035240926,-143.696761236478,-41.0254265166201,-151.12451728004,-28.7954041991488,176.433046310376,-38.0413557627967,-176.564850015901
51.462926,-31.2902782106235,-176.076882358288,-45.1194600417437,-56.0483781545332,-37.7893845519878,-62.9241285362658,-38.0034506464514,-148.363440975878,-41.7268252939305,-154.564849542766,-28.5082814953724,173.725148981339,-38.8623499028599,-177.596955270072
51.663327,-31.1754883391365,-175.805159804048,-43.9872490025761,-55.0301490511592,-38.0164851532359,-61.2907900520512,-38.6400023327648,-149.673513004462,-40.9353230868009,-149.17722930018,-28.5436632015527,172.176736576368,-39.5346892833686,179.566302902592
51.863727,-30.876011785371,-178.548037219162,-45.4499070762087,-45.5843008995473,-38.1532588897939,-54.3389244669455,-39.2956181082498,-156.182687525218,-41.8719368094145,-151.651267259566,-28.7363054225265,171.930950292701,-38.36572988743,-179.537090630961
52.064128,-31.42312764308,-178.008877561997,-44.9410863648789,-61.623723384662,-38.6269575114796,-53.9115512429813,-38.2831418710117,-149.005550857878,-41.6406033314941,-156.714139944428,-28.5880985257507,169.965982658419,-39.3757213488536,175.185933581667
52.264529,-31.1907681929318,179.977710681161,-46.3559413607847,-42.9006765294641,-39.7321616177812,-55.3481100070466,-39.3214473928752,-151.31481083077,-41.9284402854113,-141.279588445515,-28.8236413680752,169.795541472641,-39.4008101746361,-178.752467454655
52.46493,-31.4911557617869,-178.659167448702,-46.7012122596683,-63.326535720629,-38.8624642566711,-54.8284524680854,-39.5292050207434,-155.227910298002,-41.0741536010318,-160.777406629067,-28.6374392677259,170.210509953546,-38.9824987986324,168.895309908519
52.665331,-31.4642239981261,-179.193770602789,-47.4301598041511,-44.7992743694895,-38.7465317769589,-46.1113617796634,-39.411401899618,-151.946122672851,-42.334640667178,-158.132651494369,-28.6219832914819,169.479898197318,-39.032579848907,167.886602004542
52.865731,-31.4088836761185,177.924645330835,-46.8921782315502,-37.2748043266082,-39.8670585468236,-46.3852977333065,-39.4302138465498,-155.373320484085,-43.9986784665516,-157.132366264322,-28.9288039944749,170.651055613198,-39.7185821197605,174.744548262083
53.066132,-31.8060559670507,179.183094085601,-46.662562777381,-36.9075013906723,-40.1107973588443,-45.2191527181458,-39.7113662166785,-152.304486241702,-45.6484179750777,-163.303345173951,-28.8500495523909,167.324675807099,-39.7456631038553,171.846741949567
53.266533,-31.8012811266122,-179.579855414976,-45.7152595154525,-15.2972459583782,-40.1570555092207,-43.3772208514762,-40.1754933827788,-161.505078158754,-42.7396632897789,-168.442442213726,-29.0730788921455,167.027435091777,-38.7338623756141,167.32433689546
53.466934,-31.6146358697244,175.522514301536,-48.7665497559346,-15.5897883453493,-40.9871303776395,-47.743975659379,-40.5039330845857,-157.432241735119,-44.7722140749496,-169.947313214677,-29.0498768452998,166.280256964219,-39.6801226684001,165.691684892411
53.667335,-31.6031569929234,176.476363516435,-45.1344375362306,-37.5327125783251,-39.6194260649856,-41.1438308473479,-40.9628198916432,-158.913217308619,-44.469003397803,-179.869945512822,-29.0037872064191,166.060635846488,-39.2833688402637,165.125599705917
53.867735,-31.927184717028,171.614262064642,-44.7758182536239,-14.1998361192784,-40.1703398303746,-39.7998422378446,-39.8854485622688,-163.136706019605,-44.4021258123347,-178.053997664664,-29.1461002735083,165.832130759998,-39.6482718941197,161.678048042929
54.068136,-31.9768801421418,173.892885191237,-45.5401435730407,-13.9984322888411,-39.8464277866386,-32.4270180918447,-40.6193174222819,-163.854429215616,-46.3713402576027,174.512365783182,-29.2425756684098,164.403663824126,-40.2627766738195,154.506056693151
54.268537,-31.9031129009494,171.63120008413,-43.0243794984306,-17.1856309494862,-40.0472420988695,-24.7865177606039,-40.3070322534954,-164.292600375079,-45.0628602247932,174.391665665481,-29.2962725243729,164.40174833733,-40.1167003707459,157.750677802821
54.468938,-32.2174446478082,171.925024920585,-43.033293815073,-4.86969759869401,-40.7790037370585,-27.6491542341687,-41.1389605022068,-165.162283651131,-47.3545041320271,-174.558111861409,-29.3840088085843,164.146294375075,-41.0252137146755,147.923081738853
54.669339,-32.0628929419177,173.383483961727,-45.8965669867952,-23.412010863036,-40.2698199115584,-22.3703915317326,-39.8183197601556,-166.192266696284,-45.1819991198549,177.103060310063,-29.3466423001694,162.765937570909,-40.0579588033737,153.43064304807
54.869739,-32.287109838452,170.299959906718,-44.000229907134,-6.58780395044641,-40.5862911923594,-18.856321165108,-41.8945948561473,-163.232358207875,-45.5589786936559,173.194608579838,-29.3897243703301,162.824406141561,-40.2369349987867,157.622398717657
55.07014,-32.4003601527958,166.51023441299,-43.6801934512304,-10.8787027291549,-39.5515426176191,-14.5929791458502,-42.6291173467822,-177.721223151566,-48.1879418134027,174.243975522486,-29.5031706705175,162.614640132066,-40.9656364894962,145.665883221592
55.270541,-32.5869517585264,168.050110127668,-42.781472426626,-9.95521289724202,-39.8818424439459,-8.45003007637766,-41.9597428131725,-173.570736065389,-48.6376555216516,156.661493351046,-29.6817412025353,161.594234241762,-40.353504513572,143.839907675345
55.470942,-32.6238950435838,170.405102744772,-44.1956298138443,2.5948283801683,-40.1743269130437,-9.09491350729617,-42.1435168518009,-175.136285094884,-49.5220388564762,166.489594440494,-29.7109492329386,160.664907264618,-40.8306729230701,140.741331183136
55.671343,-32.6829272069467,166.536376314864,-41.8652904673221,8.62732986255992,-39.1769267468124,-6.04641996747189,-43.4479824660703,-178.623051083318,-47.4008982170006,157.40804029489,-29.9921118145978,159.471799287529,-40.9547191194195,142.994475832749
55.871743,-32.964417616644,163.751690136799,-41.572655524184,2.04027056960548,-39.8148554734463,-9.76459992209955,-43.0849880184255,-171.996325376847,-54.8650060951817,166.882092757122,-29.9975054086799,160.729028929283,-41.903703805265,136.198535719589
56.072144,-33.0653964096437,166.058750841482,-42.27771309781,1.52457869030801,-38.8696652457464,-3.97549247936679,-42.7642466523277,179.658568478022,-50.0356347255372,138.923080147729,-30.1783223451503,160.350921740832,-42.6253919080263,139.772316110955
56.272545,-33.2738897255385,167.505404578771,-41.7571821201721,5.27929895176597,-38.6005073259322,-9.36421672316306,-43.5040290355747,-178.248859909361,-51.7210141377836,135.323828094479,-30.1122474526957,158.864959647529,-41.8333213850088,127.334089210957
56.472946,-33.0444580723024,165.630482357639,-42.2604971551988,2.32003404183209,-37.712644335274,-5.23591622191943,-45.0154820898006,170.774993887705,-51.2546572106312,111.714939277773,-29.9531570513496,160.733888513001,-42.878151688092,134.717965425015
56.673347,-33.1856286137569,163.663643103997,-40.3227816077227,-0.186316602674313,-37.9998471026999,-1.72575426420949,-43.1569908269188,-178.588039820341,-50.419344118006,126.65698361169,-30.4193994346044,158.438412815433,-42.4221627583797,126.018318430856
56.873747,-33.2792673801031,163.255225911193,-40.5722348266467,0.654980132411805,-37.7642075867029,-3.72386888460919,-45.6300773998251,179.36711187694,-57.4746064495018,138.789162752664,-30.4188770426837,156.638029875161,-42.7257457485798,112.188442029838
57.074148,-33.5889156499448,162.208721498014,-40.1959085653923,-2.12528174867543,-37.3044101578038,2.09047307232587,-44.9357279707921,166.01772203432,-50.7002806829594,135.579235218761,-30.6839938527329,159.719247826812,-43.3519659770352,119.400779617259
57.274549,-33.7783329465821,166.00670092094,-40.5257038663497,7.38959545013668,-36.9949091414285,2.70218680462772,-45.9574998379999,171.498935551559,-59.5430661175695,97.6631638147508,-30.5752573402312,156.781488055165,-44.7948296926521,121.95436971309
57.47495,-33.8117336102667,163.150781009671,-39.9847296289947,-0.952111496739435,-37.3203870936648,5.35857733795035,-48.676964459602,173.59078330479,-52.3461444913097,100.917113417534,-30.9359357854762,157.997723116467,-43.385373133685,116.938497485297
57.675351,-34.3657007318918,165.518061874327,-40.5087184603244,4.61096791509534,-36.2639597072584,-2.02187975874171,-47.5978520130084,173.276839715305,-52.4846044028542,124.579849997377,-30.9134868172542,156.998022130463,-44.6953216376475,121.179061825644
57.875752,-34.0357635830155,163.699642266204,-39.1545294145273,-1.78968363493173,-36.8608334239049,-2.24157888972843,-47.0466801776924,173.169255005714,-58.0475056994824,68.2789537638287,-31.1357649910291,158.253737595401,-44.1831098283761,104.979950016471
58.076152,-35.1589024278711,161.235882578584,-39.1541215127862,-0.543598775021958,-35.5493681600121,-0.114554329609105,-48.1479445397543,163.173299674914,-54.3445474044437,53.8379826102911,-30.9545354076629,158.187169975858,-42.6403398102934,102.626367596271
58.276553,-34.948134429321,160.92390323057,-39.0335272981733,0.677058449957263,-35.1748473778788,0.559409776833904,-48.0344763711839,154.816815509609,-53.4342360167664,65.1444031950193,-31.1788233769498,156.333678117608,-43.9071414536035,109.130164212099
58.476954,-35.0093176165856,159.812978417017,-39.1068439764898,-1.42696879667826,-35.1343451830087,0.617373740659281,-53.8999432493535,177.416796820462,-50.2086528208278,71.0076951742827,-31.4315076244613,157.12012493956,-45.1185270940947,96.298225579694
58.677355,-34.9722190486056,159.58708039151,-38.721779506082,0.278757184017289,-35.0034763824226,4.53783009761725,-49.9198083451394,-164.874444626472,-52.4368929816845,33.7728784327709,-31.4544234984015,155.019713843411,-43.9781044223698,99.1821713486995
58.877756,-35.3550500549875,160.957743592723,-38.889866601051,0.952418255618908,-35.03354152534,0.897250786257314,-50.553610328175,-178.780742962517,-51.5751243872246,36.9742667544387,-31.8844760711105,158.071721420855,-45.0468723863532,95.1257091766331
59.078156,-35.5035617352932,162.724452713384,-38.4423328526559,1.43732759879838,-34.9016567675311,0.715656048953796,-58.3090190527148,137.674157402873,-52.0018642289181,24.3210512482885,-31.7797944979619,157.515229592275,-43.9745570052788,84.5186794476898
59.278557,-35.7405043154007,164.087087374391,-38.7235933293614,-1.87408772818516,-34.3459755805017,3.91426448565924,-51.3747105333853,163.76381660172,-48.6240545274256,29.3668734464412,-32.0818205639523,155.822928087033,-45.029440302808,77.8981472627391
59.478958,-35.989968223817,164.564411662879,-37.6149082164897,-4.06595308395277,-34.5728654732905,-0.451245664830589,-55.4841003755183,-165.873061247019,-51.7476142675518,7.45717289051169,-32.1208451783258,153.657342224848,-47.0080208461656,76.51974082938
59.679359,-36.3354662507574,164.686102154631,-37.6638797262511,-1.59800709231177,-34.1038759028769,-0.931012907840214,-60.3633083599088,134.336352482345,-50.344552226019,1.76924551146477,-32.5750087604469,156.265322042631,-47.0217360180009,73.3393352538222
59.87976,-36.5529910706807,162.96930586638,-38.110847566186,-3.46403658486425,-33.3966789029161,-1.00434666055158,-55.1988559582116,-172.404817146859,-46.6933173344677,18.1307922215755,-32.5226587833993,154.976128175516,-49.7092324261428,76.1594489740218
60.08016,-36.5787045171752,168.802853792535,-37.1132258218729,-4.06627312689531,-33.3271285520026,-1.81385778667252,-70.8789162818663,87.9273223633898,-48.0169752682967,9.69111785342847,-32.5082193751719,157.025250126914,-47.1777029514527,78.0907259765011
60.280561,-36.8639105451627,167.982695225906,-36.6793325354403,-6.9400878087424,-33.1695087338288,-3.06612012518301,-61.0982397937421,164.9770669635,-45.8486309383939,4.63669851531742,-33.1001848741733,159.009570445978,-46.4796875410946,59.7401708272864
60.480962,-36.8709480127583,167.947262634717,-36.6873839690847,-4.85136969086503,-33.6645304410416,-2.00659256855734,-59.071252016666,-112.809283659806,-43.8178242209123,0.126199174225503,-33.1066929978263,156.320044175226,-45.990923048988,57.1951630720624
60.681363,-37.8575424401019,163.980989489218,-36.5846342207002,-7.53820780412779,-32.8686569880933,-1.06226260108988,-55.3536578150038,-80.7123639230197,-45.8990890076865,-5.78387687858808,-33.1110337984939,160.120262271524,-47.7372421568097,63.7836153593605
60.881764,-37.6790120373257,171.311423543238,-36.0042987533113,-12.8840605871165,-32.9530847876293,-2.7759918763851,-61.7714006271575,-9.02080131941895,-45.2535491771906,-4.59042428546211,-33.5583884279815,158.595073469755,-47.512846529748,30.7539458164242
61.082164,-37.0039412591367,164.084484073166,-36.4602423514787,-12.1369217733495,-33.2868103121324,-5.63051903377529,-58.9622727433089,-47.4473177817457,-43.0712883879665,-11.2789909987366,-33.8641079056947,157.325135677186,-47.6152938353025,38.7484939148057
61.282565,-38.1421273335341,171.932419596704,-36.7612800831739,-9.24508771747707,-32.4380306910362,-5.8739504779929,-53.9023711080773,-67.8486747297781,-42.3448119456565,-22.3183912919116,-33.5930261635127,161.420338860751,-47.8133457904232,20.0629949551574
61.482966,-39.3138301131531,174.962744556483,-35.9777200155114,-8.6996251959085,-32.4064133284958,-4.86561215072692,-55.9463212566359,-90.5110379723977,-44.2540292749405,-24.8517289783048,-33.6312053826106,161.255517017074,-46.7156244534305,18.8898178110435
61.683367,-38.8684037259158,176.766587370813,-35.5684182047719,-7.89771160481669,-31.9145431651212,-5.28146038180209,-54.5819417567079,-51.0505907861039,-42.2857432258835,-10.5951991253942,-34.0769289941559,162.90828255336,-46.9978599200901,10.726602007386
61.883768,-38.7863759246683,177.369523499438,-35.9929259537581,-11.9078651427743,-32.1487519448213,-9.96467701395924,-51.9556885659626,-66.2361784958627,-42.8654387365389,-24.6316726847227,-34.0735001536042,166.397711341043,-47.3518892461097,7.42752239681056
62.084168,-39.6945952051206,-178.948074404074,-35.5395073182434,-13.3421915488736,-31.8618633769411,-8.01127640648408,-48.955824453864,-66.0473338539105,-40.6260103128745,-19.4644119407347,-34.3975980643489,163.434403511175,-46.3801542517662,6.60005058963885
62.284569,-38.7847376761196,-174.98227953909,-35.8194122440366,-13.8920346296383,-31.8057418290566,-8.93065837558093,-48.7945856345651,-42.8420732713318,-41.7541319758679,-18.010189193907,-34.2765979266811,165.472663360643,-46.1517041738983,-2.76312148591852
62.48497,-38.5468034077485,175.780210794774,-34.7265551624883,-14.5076390640407,-31.7564672760424,-9.66244277634111,-50.3157444955188,-71.3074972357488,-41.9203315967381,-25.7352141904543,-35.0334602160815,165.066563627274,-44.2312238325782,-30.2530496747849
62.685371,-38.6293343604709,-177.348860746292,-35.8697993256978,-22.7439445922986,-31.9220137579593,-9.10723503123488,-51.2664521779167,-105.32464011755,-40.7119618142896,-24.0926075954771,-34.2825899086797,164.606254299999,-44.9639520707821,-17.0290566842094
62.885772,-39.4372460386672,-166.438671324056,-34.8033097394591,-17.8510726034879,-31.839579745939,-11.481711040771,-45.5735813296103,-93.7542241489352,-41.9666741985958,-34.0037087964569,-35.0783548936141,172.155597081749,-46.0554116667684,-27.9261744521407
63.086172,-39.5271425921534,-166.723674757213,-34.3863597319192,-21.2180918134312,-31.2110111965166,-13.8382719683888,-45.2267780502808,-65.2242322117604,-41.0081945198108,-27.3735232967024,-34.7293688011756,177.375826465814,-43.2263811835885,-16.4585184687779
63.286573,-38.8853757785242,-158.351852888026,-34.13387470126,-23.1977355291934,-31.1738497059642,-12.0886108616788,-46.8175065160531,-73.0942764161946,-40.1297956491655,-44.2675476736481,-34.6340242378791,169.322160670748,-43.2460329527807,-31.8633862959628
63.486974,-38.0193215252238,-157.15180613906,-34.4563635656683,-23.8352535980038,-31.4671219884869,-14.7686888995847,-45.8111383393343,-65.978522354905,-40.3894234961851,-38.185263025737,-34.6253742418858,172.498335648215,-42.8517967368395,-37.8841304945264
63.687375,-37.9851726964378,-162.880780860476,-35.5025518316579,-24.7069248111737,-30.8929112218187,-13.5582195876864,-43.0273325039558,-69.1559461521612,-40.2910518661028,-37.0578785120824,-35.1758933378801,172.340542990661,-44.2392387202762,-39.0540793203282
63.887776,-38.276618608694,-156.532090150244,-34.7416605424364,-26.5000461908807,-31.1377130457187,-17.0420612222101,-44.7430752307417,-65.1873669565793,-39.8148513401446,-34.2530780465136,-35.7877600758992,-179.525473442754,-44.3354108803013,-39.3342024756587
