0.000000000000000000e+00 1.866279933000000000e+09
2.400586080586080556e-02 2.215030000000000000e+05
4.801172161172161112e-02 1.536110000000000000e+05
7.201758241758240975e-02 1.453390000000000000e+05
9.602344322344322225e-02 1.459830000000000000e+05
1.200293040293040348e-01 1.428670000000000000e+05
1.440351648351648195e-01 1.430160000000000000e+05
1.680410256410256320e-01 1.415840000000000000e+05
1.920468864468864445e-01 1.475860000000000000e+05
2.160527472527472570e-01 1.487250000000000000e+05
2.400586080586080695e-01 1.532990000000000000e+05
2.640644688644688820e-01 1.630300000000000000e+05
2.880703296703296390e-01 1.669860000000000000e+05
3.120761904761904515e-01 1.730450000000000000e+05
3.360820512820512640e-01 1.898380000000000000e+05
3.600879120879120765e-01 4.288670000000000000e+05
3.840937728937728890e-01 6.168720000000000000e+05
4.080996336996337015e-01 1.845730000000000000e+05
4.321054945054945140e-01 1.802210000000000000e+05
4.561113553113553265e-01 1.803090000000000000e+05
4.801172161172161390e-01 1.849000000000000000e+05
5.041230769230768960e-01 1.848680000000000000e+05
5.281289377289377640e-01 1.889150000000000000e+05
5.521347985347985210e-01 1.948010000000000000e+05
5.761406593406592780e-01 2.024190000000000000e+05
6.001465201465201460e-01 2.016290000000000000e+05
6.241523809523809030e-01 2.051600000000000000e+05
6.481582417582417710e-01 2.094810000000000000e+05
6.721641025641025280e-01 2.144330000000000000e+05
6.961699633699633960e-01 2.185500000000000000e+05
7.201758241758241530e-01 2.219450000000000000e+05
7.441816849816850210e-01 2.290210000000000000e+05
7.681875457875457780e-01 2.374660000000000000e+05
7.921934065934065350e-01 2.444110000000000000e+05
8.161992673992674030e-01 2.492560000000000000e+05
8.402051282051281600e-01 2.533790000000000000e+05
8.642109890109890280e-01 2.530540000000000000e+05
8.882168498168497850e-01 2.550110000000000000e+05
9.122227106227106530e-01 2.564230000000000000e+05
9.362285714285714100e-01 2.682580000000000000e+05
9.602344322344322780e-01 2.656860000000000000e+05
9.842402930402930350e-01 2.691450000000000000e+05
1.008246153846153792e+00 2.770190000000000000e+05
1.032252014652014660e+00 2.771790000000000000e+05
1.056257875457875528e+00 2.931250000000000000e+05
1.080263736263736174e+00 2.940070000000000000e+05
1.104269597069597042e+00 2.943710000000000000e+05
1.128275457875457910e+00 2.982630000000000000e+05
1.152281318681318556e+00 3.056710000000000000e+05
1.176287179487179424e+00 3.081050000000000000e+05
1.200293040293040292e+00 3.161990000000000000e+05
1.224298901098901160e+00 3.203890000000000000e+05
1.248304761904761806e+00 3.264240000000000000e+05
1.272310622710622674e+00 3.296860000000000000e+05
1.296316483516483542e+00 3.267950000000000000e+05
1.320322344322344410e+00 3.418100000000000000e+05
1.344328205128205056e+00 3.404230000000000000e+05
1.368334065934065924e+00 3.416690000000000000e+05
1.392339926739926792e+00 3.505060000000000000e+05
1.416345787545787438e+00 3.550160000000000000e+05
1.440351648351648306e+00 3.602200000000000000e+05
1.464357509157509174e+00 3.673430000000000000e+05
1.488363369963370042e+00 3.645620000000000000e+05
1.512369230769230688e+00 3.689540000000000000e+05
1.536375091575091556e+00 3.729330000000000000e+05
1.560380952380952424e+00 3.740890000000000000e+05
1.584386813186813070e+00 3.802910000000000000e+05
1.608392673992673938e+00 3.850260000000000000e+05
1.632398534798534806e+00 3.908670000000000000e+05
1.656404395604395674e+00 3.902710000000000000e+05
1.680410256410256320e+00 3.974720000000000000e+05
1.704416117216117188e+00 3.973700000000000000e+05
1.728421978021978056e+00 4.038640000000000000e+05
1.752427838827838702e+00 4.078310000000000000e+05
1.776433699633699570e+00 4.123430000000000000e+05
1.800439560439560438e+00 4.143570000000000000e+05
1.824445421245421306e+00 4.203090000000000000e+05
1.848451282051281952e+00 4.172930000000000000e+05
1.872457142857142820e+00 4.298630000000000000e+05
1.896463003663003688e+00 4.222450000000000000e+05
1.920468864468864556e+00 4.299010000000000000e+05
1.944474725274725202e+00 4.295250000000000000e+05
1.968480586080586070e+00 4.360260000000000000e+05
1.992486446886446938e+00 4.329530000000000000e+05
2.016492307692307584e+00 4.416650000000000000e+05
2.040498168498168674e+00 4.441290000000000000e+05
2.064504029304029320e+00 4.418680000000000000e+05
2.088509890109889966e+00 4.492030000000000000e+05
2.112515750915751056e+00 4.477570000000000000e+05
2.136521611721611702e+00 4.434530000000000000e+05
2.160527472527472348e+00 4.515880000000000000e+05
2.184533333333333438e+00 4.520750000000000000e+05
2.208539194139194084e+00 4.518150000000000000e+05
2.232545054945054730e+00 4.525370000000000000e+05
2.256550915750915820e+00 4.571770000000000000e+05
2.280556776556776466e+00 4.632980000000000000e+05
2.304562637362637112e+00 4.635540000000000000e+05
2.328568498168498202e+00 4.681730000000000000e+05
2.352574358974358848e+00 4.684650000000000000e+05
2.376580219780219938e+00 4.693930000000000000e+05
2.400586080586080584e+00 4.670670000000000000e+05
2.424591941391941230e+00 4.761210000000000000e+05
2.448597802197802320e+00 4.739450000000000000e+05
2.472603663003662966e+00 4.734020000000000000e+05
2.496609523809523612e+00 4.810170000000000000e+05
2.520615384615384702e+00 4.754130000000000000e+05
2.544621245421245348e+00 4.815570000000000000e+05
2.568627106227105994e+00 4.825910000000000000e+05
2.592632967032967084e+00 4.845650000000000000e+05
2.616638827838827730e+00 4.880210000000000000e+05
2.640644688644688820e+00 4.811500000000000000e+05
2.664650549450549466e+00 4.895670000000000000e+05
2.688656410256410112e+00 4.825130000000000000e+05
2.712662271062271202e+00 4.893240000000000000e+05
2.736668131868131848e+00 5.020770000000000000e+05
2.760673992673992494e+00 4.912270000000000000e+05
2.784679853479853584e+00 4.901740000000000000e+05
2.808685714285714230e+00 4.988780000000000000e+05
2.832691575091574876e+00 4.973740000000000000e+05
2.856697435897435966e+00 5.039500000000000000e+05
2.880703296703296612e+00 5.027280000000000000e+05
2.904709157509157258e+00 5.071050000000000000e+05
2.928715018315018348e+00 5.128330000000000000e+05
2.952720879120878994e+00 5.024010000000000000e+05
2.976726739926740084e+00 5.063300000000000000e+05
3.000732600732600730e+00 5.047600000000000000e+05
3.024738461538461376e+00 5.110060000000000000e+05
3.048744322344322466e+00 5.114060000000000000e+05
3.072750183150183112e+00 5.133920000000000000e+05
3.096756043956043758e+00 5.044170000000000000e+05
3.120761904761904848e+00 5.084510000000000000e+05
3.144767765567765494e+00 5.089180000000000000e+05
3.168773626373626140e+00 5.070910000000000000e+05
3.192779487179487230e+00 5.165710000000000000e+05
3.216785347985347876e+00 5.086340000000000000e+05
3.240791208791208966e+00 5.125170000000000000e+05
3.264797069597069612e+00 5.152670000000000000e+05
3.288802930402930258e+00 5.206270000000000000e+05
3.312808791208791348e+00 5.253730000000000000e+05
3.336814652014651994e+00 5.201900000000000000e+05
3.360820512820512640e+00 5.255370000000000000e+05
3.384826373626373730e+00 5.184470000000000000e+05
3.408832234432234376e+00 5.198750000000000000e+05
3.432838095238095022e+00 5.193540000000000000e+05
3.456843956043956112e+00 5.196750000000000000e+05
3.480849816849816758e+00 5.141580000000000000e+05
3.504855677655677404e+00 5.200450000000000000e+05
3.528861538461538494e+00 5.187480000000000000e+05
3.552867399267399140e+00 5.224970000000000000e+05
3.576873260073260230e+00 5.211720000000000000e+05
3.600879120879120876e+00 5.254800000000000000e+05
3.624884981684981522e+00 5.247190000000000000e+05
3.648890842490842612e+00 5.209550000000000000e+05
3.672896703296703258e+00 5.291500000000000000e+05
3.696902564102563904e+00 5.258990000000000000e+05
3.720908424908424994e+00 5.212640000000000000e+05
3.744914285714285640e+00 5.321440000000000000e+05
3.768920146520146286e+00 5.269880000000000000e+05
3.792926007326007376e+00 5.337620000000000000e+05
3.816931868131868022e+00 5.252140000000000000e+05
3.840937728937729112e+00 5.327530000000000000e+05
3.864943589743589758e+00 5.308870000000000000e+05
3.888949450549450404e+00 5.337980000000000000e+05
3.912955311355311494e+00 5.244760000000000000e+05
3.936961172161172140e+00 5.313560000000000000e+05
3.960967032967032786e+00 5.297790000000000000e+05
3.984972893772893876e+00 5.251500000000000000e+05
4.008978754578754966e+00 5.311830000000000000e+05
4.032984615384615168e+00 5.368640000000000000e+05
4.056990476190476258e+00 5.347020000000000000e+05
4.080996336996337348e+00 5.400960000000000000e+05
4.105002197802197550e+00 5.323900000000000000e+05
4.129008058608058640e+00 5.322370000000000000e+05
4.153013919413919730e+00 5.375460000000000000e+05
4.177019780219779932e+00 5.348750000000000000e+05
4.201025641025641022e+00 5.394350000000000000e+05
4.225031501831502112e+00 5.432750000000000000e+05
4.249037362637362314e+00 5.437580000000000000e+05
4.273043223443223404e+00 5.355870000000000000e+05
4.297049084249084494e+00 5.374570000000000000e+05
4.321054945054944696e+00 5.413860000000000000e+05
4.345060805860805786e+00 5.385450000000000000e+05
4.369066666666666876e+00 5.454890000000000000e+05
4.393072527472527078e+00 5.405320000000000000e+05
4.417078388278388168e+00 5.335270000000000000e+05
4.441084249084249258e+00 5.396190000000000000e+05
4.465090109890109460e+00 5.349410000000000000e+05
4.489095970695970550e+00 5.416950000000000000e+05
4.513101831501831640e+00 5.464910000000000000e+05
4.537107692307691842e+00 5.428450000000000000e+05
4.561113553113552932e+00 5.436820000000000000e+05
4.585119413919414022e+00 5.503940000000000000e+05
4.609125274725274224e+00 5.431320000000000000e+05
4.633131135531135314e+00 5.501150000000000000e+05
4.657136996336996404e+00 5.510430000000000000e+05
4.681142857142857494e+00 5.380980000000000000e+05
4.705148717948717696e+00 5.431610000000000000e+05
4.729154578754578786e+00 5.527640000000000000e+05
4.753160439560439876e+00 5.584940000000000000e+05
4.777166300366300078e+00 5.430580000000000000e+05
4.801172161172161168e+00 5.484580000000000000e+05
4.825178021978022258e+00 5.428380000000000000e+05
4.849183882783882460e+00 5.475100000000000000e+05
4.873189743589743550e+00 5.428170000000000000e+05
4.897195604395604640e+00 5.476490000000000000e+05
4.921201465201464842e+00 5.467570000000000000e+05
4.945207326007325932e+00 5.471940000000000000e+05
4.969213186813187022e+00 5.423820000000000000e+05
4.993219047619047224e+00 5.455800000000000000e+05
5.017224908424908314e+00 5.383590000000000000e+05
5.041230769230769404e+00 5.468190000000000000e+05
5.065236630036629606e+00 5.417040000000000000e+05
5.089242490842490696e+00 5.451550000000000000e+05
5.113248351648351786e+00 5.567080000000000000e+05
5.137254212454211988e+00 5.548690000000000000e+05
5.161260073260073078e+00 5.445600000000000000e+05
5.185265934065934168e+00 5.461210000000000000e+05
5.209271794871794370e+00 5.504290000000000000e+05
5.233277655677655460e+00 5.526260000000000000e+05
5.257283516483516550e+00 5.359110000000000000e+05
5.281289377289377640e+00 5.551360000000000000e+05
5.305295238095237842e+00 5.457130000000000000e+05
5.329301098901098932e+00 5.492880000000000000e+05
5.353306959706960022e+00 5.477610000000000000e+05
5.377312820512820224e+00 5.485900000000000000e+05
5.401318681318681314e+00 5.573590000000000000e+05
5.425324542124542404e+00 5.509890000000000000e+05
5.449330402930402606e+00 5.556530000000000000e+05
5.473336263736263696e+00 5.495740000000000000e+05
